19	90001	☆青铜剑
4688	90001	☆☆青铜剑
4499	90001	☆☆☆青铜剑
20	90001	☆淬铁剑
4689	90001	☆☆淬铁剑
4500	90001	☆☆☆淬铁剑
21	90001	☆百炼剑
4690	90001	☆☆百炼剑
4501	90001	☆☆☆百炼剑
22	90001	☆青锋剑
4691	90001	☆☆青锋剑
4503	90001	☆☆☆青锋剑
147	90001	☆寒霜剑
4692	90001	☆☆寒霜剑
4504	90001	☆☆☆寒霜剑
148	90001	☆丹心剑
4693	90001	☆☆丹心剑
4505	90001	☆☆☆丹心剑
1927	90001	☆碧涛剑
4694	90001	☆☆碧涛剑
4506	90001	☆☆☆碧涛剑
1928	90001	☆流光剑
4695	90001	☆☆流光剑
4507	90001	☆☆☆流光剑
5831	90001	☆藏锋剑
5845	90001	☆☆藏锋剑
5838	90001	☆☆☆藏锋剑
5832	90001	☆多情剑
5846	90001	☆☆多情剑
5839	90001	☆☆☆多情剑
5833	90001	☆孤穹
5847	90001	☆☆孤穹
5840	90001	☆☆☆孤穹
36	90001	☆子母双剑
4696	90001	☆☆子母双剑
4508	90001	☆☆☆子母双剑
37	90001	☆鸳鸯双剑
4697	90001	☆☆鸳鸯双剑
4509	90001	☆☆☆鸳鸯双剑
39	90001	☆连横双剑
4698	90001	☆☆连横双剑
4510	90001	☆☆☆连横双剑
40	90001	☆阴阳双剑
4699	90001	☆☆阴阳双剑
4511	90001	☆☆☆阴阳双剑
41	90001	☆坎离双剑
4700	90001	☆☆坎离双剑
4512	90001	☆☆☆坎离双剑
151	90001	☆和合双剑
4701	90001	☆☆和合双剑
4513	90001	☆☆☆和合双剑
1929	90001	☆流金双剑
4702	90001	☆☆流金双剑
4514	90001	☆☆☆流金双剑
1930	90001	☆比翼双剑
4703	90001	☆☆比翼双剑
4515	90001	☆☆☆比翼双剑
5873	90001	☆风花双剑
5887	90001	☆☆风花双剑
5880	90001	☆☆☆风花双剑
5874	90001	☆紫青双剑
5888	90001	☆☆紫青双剑
5881	90001	☆☆☆紫青双剑
5875	90001	☆鸳蝶舞
5889	90001	☆☆鸳蝶舞
5882	90001	☆☆☆鸳蝶舞
5876	90001	☆星月映
5890	90001	☆☆星月映
5883	90001	☆☆☆星月映
5877	90001	☆日夜浮
5891	90001	☆☆日夜浮
5884	90001	☆☆☆日夜浮
6	90001	☆点钢刀
4704	90001	☆☆点钢刀
4516	90001	☆☆☆点钢刀
12	90001	☆折铁刀
4705	90001	☆☆折铁刀
4517	90001	☆☆☆折铁刀
28	90001	☆鬼头刀
4706	90001	☆☆鬼头刀
4518	90001	☆☆☆鬼头刀
29	90001	☆百战刀
4707	90001	☆☆百战刀
4519	90001	☆☆☆百战刀
156	90001	☆破阵刀
4708	90001	☆☆破阵刀
4520	90001	☆☆☆破阵刀
158	90001	☆斩将刀
4709	90001	☆☆斩将刀
4521	90001	☆☆☆斩将刀
1933	90001	☆归尘刀
4710	90001	☆☆归尘刀
4522	90001	☆☆☆归尘刀
1934	90001	☆溢彩刀
4711	90001	☆☆溢彩刀
4523	90001	☆☆☆溢彩刀
5810	90001	☆若拙刀
5824	90001	☆☆若拙刀
5817	90001	☆☆☆若拙刀
5811	90001	☆绝情刀
5825	90001	☆☆绝情刀
5818	90001	☆☆☆绝情刀
5812	90001	☆断岳
5826	90001	☆☆断岳
5819	90001	☆☆☆断岳
47	90001	☆柳叶双刀
4712	90001	☆☆柳叶双刀
4524	90001	☆☆☆柳叶双刀
48	90001	☆蝴蝶双刀
4713	90001	☆☆蝴蝶双刀
4525	90001	☆☆☆蝴蝶双刀
49	90001	☆合纵双刀
4714	90001	☆☆合纵双刀
4526	90001	☆☆☆合纵双刀
50	90001	☆连环双刀
4715	90001	☆☆连环双刀
4527	90001	☆☆☆连环双刀
162	90001	☆子午双刀
4716	90001	☆☆子午双刀
4528	90001	☆☆☆子午双刀
164	90001	☆锯齿双刀
4717	90001	☆☆锯齿双刀
4529	90001	☆☆☆锯齿双刀
1935	90001	☆饮血双刀
4718	90001	☆☆饮血双刀
4530	90001	☆☆☆饮血双刀
